obsid,label,pred,error,teff,logg,feh,snru,snrg,snrr,rv,z
195206243.0,1.9,2.42,0.52,5623.32,4.032,0.439,32.21,138.47,161.6,-13.6,-4.54e-05
314414155.0,1.2,1.72,0.52,6261.1,4.321000000000001,-0.023,9.38,51.6,82.72,-1.96,-6.54e-06
162106166.0,2.5,3.01,0.5099999999999998,4739.16,2.49,-0.15,1.15,22.73,51.06,3.46,1.15e-05
211710081.0,3.1,2.59,-0.5100000000000002,4978.18,3.139,-0.271,2.76,26.24,52.75,14.06,4.6899999999999995e-05
318802109.0,2.4,1.89,-0.51,5655.46,4.003,0.31,11.72,66.94,124.91,-2.8,-9.34e-06
573014131.0,2.3,1.79,-0.5099999999999998,5563.58,3.8930000000000002,-0.589,2.6,17.28,22.48,3.78,1.26e-05
21312050.0,2.7,2.19,-0.5100000000000002,5323.25,4.414,-0.345,0.49,7.78,11.54,-5.79,-1.93e-05
308209016.0,1.8,1.29,-0.51,6006.81,4.32,-0.415,15.4,55.64,88.09,11.31,3.77e-05
125405177.0,1.2,1.71,0.51,6028.31,4.106,-0.38299999999999995,2.57,24.94,37.04,-1.64,-5.47e-06
371410132.0,3.1,2.59,-0.5100000000000002,5506.12,4.718999999999999,-0.737,0.59,6.35,15.45,-12.59,-4.2e-05
139802024.0,1.7,1.19,-0.51,6050.0,4.323,-0.359,10.98,37.3,41.39,13.22,4.41e-05
7710068.0,1.9,2.41,0.5100000000000002,5760.57,4.5680000000000005,0.012,0.75,8.99,9.62,-9.77,-3.26e-05
8706187.0,1.6,2.11,0.5099999999999998,5894.61,3.635,-0.725,1.1,8.87,18.59,8.13,2.71e-05
123209043.0,1.0,0.49,-0.51,7285.05,3.34,-0.26899999999999996,3.89,17.16,51.92,-10.82,-3.6099999999999997e-05
11509004.0,2.6,2.09,-0.5100000000000002,5590.44,4.783,0.127,2.75,29.23,64.87,-0.92,-3.07e-06
497812247.0,1.7,1.2,-0.5,6130.63,4.225,-0.506,33.41,114.0,138.77,7.44,2.48e-05
145212159.0,1.9,2.4,0.5,4958.12,2.932,-0.836,1.07,16.38,32.34,-2.65,-8.84e-06
573907068.0,1.2,1.7,0.5,6239.08,4.33,-0.085,44.2,160.1,234.78,10.16,3.39e-05
128103024.0,1.2,1.7,0.5,6163.81,4.294,-0.309,5.04,11.72,14.79,-0.8,-2.67e-06
499808060.0,2.4,1.9,-0.5,5539.63,4.638,-0.155,8.77,72.42,122.91,-3.93,-1.31e-05
124506088.0,3.4,2.9,-0.5,4491.14,2.888,0.171,2.07,25.21,52.23,-5.88,-1.9600000000000002e-05
314412189.0,2.5,3.0,0.5,4654.91,2.7739999999999996,-0.409,0.88,13.87,26.98,-2.55,-8.51e-06
255012244.0,1.0,0.5,-0.5,7563.45,3.929,0.08800000000000001,9.96,73.1,81.7,0.59,1.97e-06
